订单号,订单日期,产品类别,产品名称,销售区域,城市,销售渠道,客户类型,数量,单价,折扣率,销售额
ORD20267654,2024-09-08,母婴玩具,儿童积木,华南,深圳,APP,个人用户,3,230.61,0.15,588.06
ORD20255549,2024-09-08,服装鞋帽,跑步鞋,华北,太原,线上商城,会员用户,5,274.99,0.05,1306.2
ORD20250200,2024-09-08,电子产品,机械键盘,西北,西安,线上商城,个人用户,5,8008.24,0.15,34035.02
ORD20266469,2024-09-08,电子产品,机械键盘,华北,北京,APP,个人用户,2,302.93,0.3,424.1
ORD20267085,2024-09-08,电子产品,机械键盘,华东,杭州,小程序,会员用户,2,7225.78,0.0,14451.56
ORD20252539,2024-09-08,服装鞋帽,修身牛仔裤,华北,石家庄,APP,个人用户,5,92.27,0.05,438.28
ORD20248300,2024-09-08,服装鞋帽,跑步鞋,西北,兰州,线上商城,会员用户,2,453.89,0.0,907.78
ORD20267318,2024-09-08,电子产品,高清显示器,华南,深圳,小程序,个人用户,1,8387.02,0.0,8387.02
ORD20243484,2024-09-08,母婴玩具,儿童积木,华北,太原,线上商城,企业采购,5,226.5,0.2,906.0
ORD20259619,2024-09-08,家居用品,北欧落地灯,华北,石家庄,APP,个人用户,1,1594.46,0.0,1594.46
ORD20249782,2024-09-08,母婴玩具,保温奶瓶,华北,石家庄,线上商城,会员用户,4,398.14,0.0,1592.56
ORD20250963,2024-09-08,办公用品,中性笔套装,华东,上海,线上商城,会员用户,3,73.77,0.1,199.18
ORD20247681,2024-09-08,运动户外,运动水壶,华中,长沙,APP,个人用户,3,144.32,0.0,432.96
ORD20267402,2024-09-08,电子产品,智能手机,华东,上海,小程序,个人用户,2,392.31,0.0,784.62
ORD20269162,2024-09-08,家居用品,记忆棉枕头,东北,哈尔滨,APP,个人用户,1,1281.49,0.0,1281.49
ORD20256591,2024-09-08,家居用品,加湿器,华东,杭州,APP,个人用户,2,793.39,0.0,1586.78
ORD20243274,2024-09-08,电子产品,便携充电宝,华北,天津,APP,企业采购,3,8571.58,0.1,23143.27
ORD20242709,2024-09-08,美妆个护,防晒喷雾,西南,重庆,线上商城,个人用户,2,182.51,0.0,365.02
ORD20263654,2024-09-08,服装鞋帽,修身牛仔裤,华东,南京,小程序,会员用户,2,775.29,0.0,1550.58
ORD20269677,2024-09-08,美妆个护,香氛沐浴露,西北,乌鲁木齐,线下门店,个人用户,1,105.31,0.0,105.31
ORD20242856,2024-09-08,家居用品,加湿器,华南,佛山,线上商城,企业采购,9,235.51,0.3,1483.71
ORD20246868,2024-09-08,食品饮料,气泡水,西南,昆明,线上商城,个人用户,6,50.94,0.0,305.64
ORD20263499,2024-09-08,电子产品,智能手表,西南,贵阳,线上商城,个人用户,1,2598.5,0.0,2598.5
ORD20267481,2024-09-08,服装鞋帽,修身牛仔裤,西北,乌鲁木齐,线上商城,企业采购,5,747.23,0.0,3736.15
ORD20253591,2024-09-08,家居用品,北欧落地灯,华北,太原,小程序,个人用户,2,564.63,0.0,1129.26
ORD20260699,2024-09-08,家居用品,加湿器,华南,广州,APP,会员用户,4,362.78,0.3,1015.78
ORD20254566,2024-09-08,电子产品,智能手表,华东,宁波,小程序,个人用户,4,1738.76,0.05,6607.29
ORD20260853,2024-09-08,服装鞋帽,连帽卫衣,东北,哈尔滨,线上商城,个人用户,9,481.47,0.3,3033.26
ORD20252663,2024-09-08,办公用品,碎纸机,华东,杭州,线上商城,个人用户,3,654.11,0.1,1766.1
ORD20265956,2024-09-08,电子产品,智能手表,华南,深圳,线上商城,会员用户,3,5608.44,0.15,14301.52
ORD20261706,2024-09-08,服装鞋帽,连帽卫衣,华东,南京,线上商城,个人用户,3,751.9,0.0,2255.7
ORD20266179,2024-09-08,运动户外,瑜伽垫,华北,天津,小程序,个人用户,1,464.67,0.0,464.67
ORD20245580,2024-09-08,电子产品,无线蓝牙耳机,华中,武汉,小程序,个人用户,5,2289.09,0.15,9728.63
ORD20253619,2024-09-08,电子产品,机械键盘,华北,北京,线上商城,企业采购,3,6133.17,0.0,18399.51
ORD20242836,2024-09-08,电子产品,机械键盘,华北,北京,线下门店,个人用户,3,3091.66,0.0,9274.98
ORD20266638,2024-09-08,电子产品,机械键盘,华中,郑州,线上商城,企业采购,1,3260.3,0.0,3260.3
ORD20244637,2024-09-08,食品饮料,有机牛奶,华东,南京,APP,会员用户,6,109.13,0.15,556.56
ORD20256374,2024-09-08,食品饮料,坚果零食礼包,华东,南京,线上商城,企业采购,26,75.57,0.3,1375.37
ORD20257414,2024-09-08,电子产品,智能手表,华东,宁波,APP,企业采购,7,532.82,0.3,2610.82
ORD20255941,2024-09-08,服装鞋帽,防风外套,华东,宁波,APP,会员用户,5,671.67,0.0,3358.35
ORD20259987,2024-09-08,运动户外,健身哑铃,华北,石家庄,APP,个人用户,2,1080.23,0.0,2160.46
ORD20252878,2024-09-08,电子产品,智能手机,华东,南京,线上商城,会员用户,3,2776.31,0.0,8328.93
ORD20268684,2024-09-08,家居用品,记忆棉枕头,华南,佛山,线上商城,会员用户,3,189.79,0.0,569.37
ORD20257615,2024-09-08,电子产品,无线蓝牙耳机,华南,深圳,线上商城,个人用户,3,5728.9,0.15,14608.69
ORD20248326,2024-09-08,母婴玩具,儿童积木,华东,南京,APP,个人用户,2,166.95,0.0,333.9
ORD20269615,2024-09-08,母婴玩具,婴儿纸尿裤,西南,昆明,线上商城,个人用户,4,352.45,0.3,986.86
ORD20267783,2024-09-08,电子产品,智能手机,华南,广州,线上商城,个人用户,5,7436.72,0.2,29746.88
ORD20259144,2024-09-08,食品饮料,坚果零食礼包,东北,哈尔滨,线上商城,个人用户,20,129.79,0.3,1817.06
ORD20251243,2024-09-08,运动户外,户外帐篷,华东,杭州,APP,个人用户,1,925.55,0.0,925.55
ORD20258325,2024-09-08,食品饮料,气泡水,华南,东莞,小程序,个人用户,10,297.44,0.05,2825.68
ORD20264892,2024-09-08,电子产品,便携充电宝,华东,南京,APP,企业采购,3,8251.04,0.0,24753.12
ORD20260455,2024-09-08,电子产品,便携充电宝,华北,天津,线上商城,企业采购,2,3779.16,0.2,6046.66
ORD20266765,2024-09-08,电子产品,智能手机,华北,北京,APP,会员用户,4,602.12,0.2,1926.78
ORD20266261,2024-09-08,食品饮料,有机牛奶,华南,深圳,APP,企业采购,18,60.46,0.3,761.8
ORD20268575,2024-09-08,家居用品,北欧落地灯,华东,上海,APP,个人用户,2,780.94,0.0,1561.88
ORD20260947,2024-09-09,运动户外,健身哑铃,华中,郑州,APP,个人用户,2,120.09,0.3,168.13
ORD20249145,2024-09-09,服装鞋帽,修身牛仔裤,华东,南京,小程序,个人用户,6,401.12,0.15,2045.71
ORD20266647,2024-09-09,美妆个护,氨基酸洁面,华东,杭州,线上商城,个人用户,1,744.17,0.0,744.17
ORD20255835,2024-09-09,食品饮料,挂耳咖啡,西南,贵阳,小程序,企业采购,1,66.22,0.0,66.22
ORD20240640,2024-09-09,美妆个护,香氛沐浴露,华北,天津,小程序,会员用户,2,497.51,0.0,995.02
ORD20264438,2024-09-09,家居用品,记忆棉枕头,华东,杭州,小程序,个人用户,5,568.39,0.0,2841.95
ORD20263819,2024-09-09,办公用品,碎纸机,华东,南京,线上商城,个人用户,2,229.95,0.0,459.9
ORD20250609,2024-09-09,运动户外,户外帐篷,华中,郑州,APP,个人用户,2,1045.79,0.3,1464.11
ORD20251664,2024-09-09,服装鞋帽,修身牛仔裤,华北,天津,APP,个人用户,2,711.12,0.05,1351.13
ORD20269673,2024-09-09,母婴玩具,婴儿纸尿裤,西南,重庆,小程序,个人用户,1,36.03,0.0,36.03
ORD20249619,2024-09-09,家居用品,陶瓷餐具套装,西北,兰州,线上商城,个人用户,1,43.45,0.0,43.45
ORD20246290,2024-09-09,服装鞋帽,修身牛仔裤,西南,贵阳,线上商城,企业采购,5,274.4,0.0,1372.0
ORD20258160,2024-09-09,家居用品,记忆棉枕头,华东,苏州,APP,企业采购,2,822.79,0.2,1316.46
ORD20245591,2024-09-09,电子产品,智能手机,西南,成都,APP,会员用户,4,7087.46,0.1,25514.86
ORD20250650,2024-09-09,服装鞋帽,防风外套,华北,北京,线上商城,个人用户,7,391.99,0.1,2469.54
ORD20252898,2024-09-09,办公用品,办公椅,华北,太原,小程序,个人用户,7,314.08,0.05,2088.63
ORD20243042,2024-09-09,家居用品,记忆棉枕头,华北,太原,线上商城,个人用户,5,1002.2,0.05,4760.45
ORD20258169,2024-09-09,食品饮料,气泡水,华北,天津,线上商城,企业采购,15,167.32,0.1,2258.82
ORD20266667,2024-09-09,服装鞋帽,修身牛仔裤,华中,武汉,线上商城,个人用户,1,156.32,0.1,140.69
ORD20253105,2024-09-09,服装鞋帽,跑步鞋,华南,东莞,小程序,企业采购,5,488.27,0.2,1953.08
ORD20257035,2024-09-09,家居用品,记忆棉枕头,西北,兰州,线上商城,个人用户,5,717.96,0.0,3589.8
ORD20245086,2024-09-09,母婴玩具,遥控玩具车,华南,东莞,APP,个人用户,3,75.8,0.0,227.4
ORD20264539,2024-09-09,办公用品,A4打印纸,华南,深圳,小程序,企业采购,7,658.37,0.0,4608.59
ORD20249621,2024-09-09,美妆个护,防晒喷雾,华南,东莞,小程序,企业采购,2,368.02,0.0,736.04
ORD20261540,2024-09-09,电子产品,智能手表,华东,苏州,小程序,会员用户,2,3419.88,0.0,6839.76
ORD20244849,2024-09-09,服装鞋帽,修身牛仔裤,西北,乌鲁木齐,线上商城,企业采购,8,779.48,0.1,5612.26
ORD20258070,2024-09-09,办公用品,碎纸机,西南,贵阳,线上商城,个人用户,4,584.38,0.3,1636.26
ORD20245583,2024-09-09,母婴玩具,婴儿纸尿裤,华北,北京,线下门店,个人用户,4,189.42,0.0,757.68
ORD20246913,2024-09-09,办公用品,A4打印纸,华北,太原,APP,个人用户,3,684.92,0.1,1849.28
ORD20269199,2024-09-09,办公用品,A4打印纸,华南,佛山,小程序,个人用户,1,668.59,0.0,668.59
ORD20252032,2024-09-09,食品饮料,手工巧克力,华北,北京,线上商城,个人用户,5,127.55,0.05,605.86
ORD20244530,2024-09-09,食品饮料,坚果零食礼包,华北,天津,小程序,企业采购,11,254.68,0.0,2801.48
ORD20244735,2024-09-09,食品饮料,挂耳咖啡,华东,苏州,线上商城,企业采购,13,272.02,0.1,3182.63
ORD20257651,2024-09-09,办公用品,中性笔套装,华东,宁波,线上商城,个人用户,2,495.28,0.3,693.39
ORD20256909,2024-09-09,办公用品,中性笔套装,华东,宁波,线下门店,个人用户,9,621.53,0.3,3915.64
ORD20249484,2024-09-09,运动户外,瑜伽垫,东北,大连,APP,会员用户,1,569.2,0.05,540.74
ORD20246792,2024-09-09,运动户外,户外帐篷,华东,南京,APP,会员用户,5,359.09,0.2,1436.36
ORD20263273,2024-09-09,办公用品,办公椅,华中,武汉,APP,会员用户,10,119.83,0.05,1138.38
ORD20249104,2024-09-09,家居用品,北欧落地灯,华北,太原,APP,企业采购,2,1459.17,0.15,2480.59
ORD20253250,2024-09-09,食品饮料,手工巧克力,华东,宁波,APP,个人用户,8,72.79,0.05,553.2
ORD20268189,2024-09-09,母婴玩具,保温奶瓶,西南,成都,APP,个人用户,2,450.49,0.05,855.93
ORD20268818,2024-09-09,运动户外,运动水壶,西南,成都,线下门店,个人用户,4,104.93,0.1,377.75
ORD20258471,2024-09-09,服装鞋帽,防风外套,华南,东莞,线上商城,会员用户,3,283.91,0.15,723.97
ORD20260018,2024-09-09,家居用品,加湿器,华东,杭州,小程序,个人用户,9,1241.72,0.2,8940.38
ORD20266495,2024-09-09,母婴玩具,婴儿纸尿裤,华北,北京,线上商城,个人用户,4,115.57,0.0,462.28
ORD20264699,2024-09-09,电子产品,机械键盘,西南,昆明,线上商城,个人用户,1,8344.65,0.0,8344.65
ORD20255077,2024-09-09,食品饮料,有机牛奶,西南,成都,线上商城,个人用户,9,183.2,0.3,1154.16
ORD20248027,2024-09-09,家居用品,实木置物架,华中,武汉,APP,企业采购,2,609.34,0.0,1218.68
ORD20255374,2024-09-09,家居用品,陶瓷餐具套装,华东,杭州,线上商城,企业采购,4,1073.68,0.05,4079.98
ORD20255130,2024-09-09,美妆个护,防晒喷雾,华南,佛山,线下门店,个人用户,2,207.05,0.05,393.4
ORD20240992,2024-09-09,运动户外,瑜伽垫,东北,沈阳,线上商城,个人用户,3,704.46,0.0,2113.38
ORD20256421,2024-09-09,美妆个护,香氛沐浴露,华南,佛山,线上商城,个人用户,5,608.54,0.05,2890.56
ORD20251023,2024-09-09,电子产品,智能手机,华北,天津,小程序,个人用户,3,3250.93,0.15,8289.87
ORD20254636,2024-09-09,家居用品,北欧落地灯,华南,广州,APP,会员用户,3,408.21,0.0,1224.63
ORD20268445,2024-09-09,办公用品,文件收纳盒,西南,成都,线上商城,个人用户,2,587.24,0.0,1174.48
ORD20269871,2024-09-09,电子产品,便携充电宝,华东,宁波,线上商城,个人用户,2,8902.74,0.0,17805.48
ORD20244391,2024-09-09,母婴玩具,儿童积木,华北,北京,APP,个人用户,2,448.97,0.15,763.25
ORD20244689,2024-09-09,办公用品,文件收纳盒,西南,昆明,线上商城,企业采购,6,659.74,0.0,3958.44
ORD20249074,2024-09-09,运动户外,瑜伽垫,华东,杭州,线下门店,企业采购,1,1207.62,0.1,1086.86
ORD20242148,2024-09-09,电子产品,机械键盘,华东,南京,线下门店,企业采购,7,4695.96,0.3,23010.2
ORD20246809,2024-09-09,电子产品,智能手表,华东,上海,线上商城,个人用户,2,6949.63,0.15,11814.37
ORD20268593,2024-09-09,家居用品,加湿器,西南,重庆,小程序,个人用户,6,417.28,0.1,2253.31
ORD20261026,2024-09-09,家居用品,加湿器,华南,广州,小程序,个人用户,5,46.07,0.0,230.35
ORD20264899,2024-09-09,服装鞋帽,跑步鞋,西南,重庆,线上商城,会员用户,4,865.77,0.0,3463.08
ORD20254599,2024-09-09,家居用品,陶瓷餐具套装,华中,武汉,APP,个人用户,3,1279.43,0.0,3838.29
ORD20254608,2024-09-09,家居用品,记忆棉枕头,西南,昆明,APP,会员用户,2,1091.86,0.0,2183.72
ORD20265699,2024-09-09,服装鞋帽,防风外套,东北,哈尔滨,线上商城,个人用户,13,870.47,0.3,7921.28
ORD20249588,2024-09-09,运动户外,运动水壶,华东,苏州,小程序,个人用户,5,978.12,0.2,3912.48
ORD20248102,2024-09-09,食品饮料,挂耳咖啡,华东,宁波,线下门店,个人用户,14,96.29,0.15,1145.85
ORD20241509,2024-09-09,办公用品,中性笔套装,华东,南京,线上商城,个人用户,5,659.18,0.0,3295.9
ORD20263283,2024-09-09,电子产品,高清显示器,华北,北京,线上商城,会员用户,1,6989.77,0.0,6989.77
ORD20247411,2024-09-09,食品饮料,挂耳咖啡,华南,深圳,APP,企业采购,2,109.22,0.0,218.44
ORD20259077,2024-09-09,家居用品,加湿器,华北,太原,APP,个人用户,2,275.7,0.0,551.4
ORD20264221,2024-09-09,食品饮料,有机牛奶,西南,昆明,APP,会员用户,3,76.54,0.1,206.66
ORD20251234,2024-09-09,美妆个护,保湿面霜,华东,苏州,线上商城,个人用户,2,558.35,0.15,949.2
ORD20262704,2024-09-09,电子产品,智能手机,华南,佛山,线下门店,个人用户,2,5903.6,0.3,8265.04
ORD20264785,2024-09-09,电子产品,无线蓝牙耳机,华北,天津,线下门店,个人用户,4,2816.81,0.3,7887.07
ORD20266956,2024-09-09,电子产品,智能手机,华东,杭州,小程序,企业采购,5,4628.74,0.2,18514.96
ORD20253842,2024-09-09,母婴玩具,保温奶瓶,西南,昆明,APP,企业采购,3,210.29,0.15,536.24
ORD20258831,2024-09-09,食品饮料,挂耳咖啡,华北,天津,APP,个人用户,9,170.72,0.0,1536.48
ORD20243465,2024-09-09,食品饮料,坚果零食礼包,华南,佛山,线下门店,个人用户,1,284.17,0.05,269.96
ORD20267847,2024-09-09,食品饮料,挂耳咖啡,东北,沈阳,小程序,会员用户,4,226.78,0.0,907.12
ORD20248943,2024-09-09,美妆个护,保湿面霜,华南,佛山,小程序,企业采购,3,401.36,0.1,1083.67
ORD20253421,2024-09-09,电子产品,无线蓝牙耳机,西南,昆明,线上商城,企业采购,5,7252.86,0.2,29011.44
ORD20243709,2024-09-09,家居用品,陶瓷餐具套装,华南,广州,APP,会员用户,9,1524.14,0.3,9602.08
ORD20261202,2024-09-09,服装鞋帽,修身牛仔裤,华北,太原,线上商城,个人用户,3,123.76,0.0,371.28
ORD20245778,2024-09-10,食品饮料,手工巧克力,华东,南京,线上商城,会员用户,3,14.03,0.0,42.09
ORD20245882,2024-09-10,办公用品,中性笔套装,华东,上海,线上商城,个人用户,3,545.87,0.0,1637.61
ORD20267017,2024-09-10,电子产品,机械键盘,西南,成都,线上商城,会员用户,1,5828.98,0.0,5828.98
ORD20256655,2024-09-10,运动户外,户外帐篷,华中,武汉,线上商城,个人用户,2,943.09,0.15,1603.25
ORD20240237,2024-09-10,食品饮料,挂耳咖啡,华北,石家庄,线下门店,个人用户,10,171.87,0.1,1546.83
ORD20242138,2024-09-10,食品饮料,有机牛奶,西南,重庆,APP,企业采购,10,87.3,0.1,785.7
ORD20243200,2024-09-10,食品饮料,手工巧克力,华北,北京,线上商城,个人用户,8,56.6,0.0,452.8
ORD20265606,2024-09-10,电子产品,机械键盘,西南,贵阳,线上商城,个人用户,4,3325.05,0.05,12635.19
ORD20248138,2024-09-10,办公用品,办公椅,华北,北京,APP,个人用户,6,420.79,0.0,2524.74
ORD20247483,2024-09-10,电子产品,便携充电宝,华东,南京,线上商城,个人用户,4,2726.55,0.05,10360.89
ORD20268497,2024-09-10,电子产品,便携充电宝,华北,太原,线上商城,个人用户,4,8354.47,0.2,26734.3
ORD20258265,2024-09-10,食品饮料,挂耳咖啡,华北,石家庄,线上商城,企业采购,11,252.93,0.05,2643.12
ORD20254688,2024-09-10,家居用品,记忆棉枕头,西北,西安,线上商城,个人用户,11,273.85,0.3,2108.64
ORD20240956,2024-09-10,服装鞋帽,纯棉T恤,华东,杭州,线上商城,会员用户,7,704.57,0.05,4685.39
ORD20242792,2024-09-10,食品饮料,手工巧克力,华中,武汉,小程序,个人用户,2,275.81,0.15,468.88
ORD20258098,2024-09-10,电子产品,机械键盘,西南,昆明,小程序,个人用户,2,6903.44,0.15,11735.85
ORD20268236,2024-09-10,食品饮料,坚果零食礼包,西南,贵阳,小程序,会员用户,22,64.4,0.2,1133.44
ORD20263535,2024-09-10,服装鞋帽,纯棉T恤,华南,佛山,小程序,个人用户,8,350.07,0.15,2380.48
ORD20264275,2024-09-10,家居用品,北欧落地灯,华中,郑州,线上商城,会员用户,5,702.79,0.05,3338.25
ORD20265651,2024-09-10,电子产品,机械键盘,西南,昆明,小程序,会员用户,3,2619.84,0.15,6680.59
ORD20254994,2024-09-10,服装鞋帽,连帽卫衣,华东,南京,小程序,企业采购,6,380.49,0.05,2168.79
ORD20266641,2024-09-10,办公用品,A4打印纸,华东,南京,APP,会员用户,9,93.97,0.3,592.01
ORD20263342,2024-09-10,食品饮料,挂耳咖啡,华南,广州,线下门店,会员用户,11,36.25,0.0,398.75
ORD20243729,2024-09-10,母婴玩具,儿童积木,华中,长沙,APP,个人用户,2,344.36,0.0,688.72
ORD20258065,2024-09-10,办公用品,A4打印纸,华东,宁波,APP,个人用户,3,495.63,0.15,1263.86
ORD20255819,2024-09-10,家居用品,实木置物架,华中,郑州,小程序,个人用户,2,1573.16,0.3,2202.42
ORD20254851,2024-09-10,电子产品,高清显示器,华东,苏州,APP,个人用户,4,8427.35,0.1,30338.46
ORD20252763,2024-09-10,服装鞋帽,连帽卫衣,东北,沈阳,小程序,会员用户,4,574.32,0.05,2182.42
ORD20266153,2024-09-10,食品饮料,气泡水,华中,长沙,线下门店,个人用户,6,132.35,0.0,794.1
ORD20245809,2024-09-10,家居用品,陶瓷餐具套装,华东,宁波,小程序,企业采购,5,1125.2,0.0,5626.0
ORD20248773,2024-09-10,家居用品,实木置物架,西南,成都,APP,个人用户,6,118.13,0.15,602.46
ORD20258304,2024-09-10,电子产品,便携充电宝,华北,天津,线下门店,个人用户,2,1134.45,0.2,1815.12
ORD20250427,2024-09-10,电子产品,无线蓝牙耳机,华中,长沙,线上商城,企业采购,2,4492.52,0.2,7188.03
ORD20266783,2024-09-10,办公用品,A4打印纸,华中,郑州,APP,个人用户,6,19.92,0.0,119.52
ORD20261481,2024-09-10,美妆个护,防晒喷雾,华南,佛山,线上商城,企业采购,2,648.42,0.05,1232.0
ORD20260205,2024-09-10,家居用品,陶瓷餐具套装,华北,太原,线上商城,个人用户,4,1589.82,0.0,6359.28
